Serie,Titre,Tome,ISBN,Genre,Scenariste,Dessinateur,Editeur,Date parution
DC Versus Marvel,Dc vs Marvel n°5,5,,Comics,"Jones, Gerard","Matsuda, Jeff",Semic,1997-05-01
DC Versus Marvel,Dc vs Marvel n°6,6,,Comics,"Byrne, John","Byrne, John",Semic,1997-06-01
DC Versus Marvel,Dc vs Marvel n°7,7,,Comics,"Kesel, Karl","Wieringo, Mike",Semic,1997-07-01
DC Versus Marvel,Dc vs Marvel n°8,8,,Comics,"Mackie, Howard","Larroca, Salvador",Semic,1997-08-01
DC Versus Marvel,Dc vs Marvel n°9,9,,Comics,"Marz, Ron","Jurgens, Dan",Semic,1997-09-01
DC Versus Marvel,Dc vs Marvel n°10,10,,Comics,"Marz, Ron","Guice, Jackson (Butch)",Semic,1998-06-01
DC Versus Marvel,Dc vs Marvel n°11,11,,Comics,"Marz, Ron",Collectif,Semic,1998-08-01
DC Versus Marvel,Dc vs Marvel n°12,12,,Comics,"Priest, Christopher","Jimenez, Oscar",Semic,1998-10-01
DC Versus Marvel,Dc vs Marvel n°13,13,,Comics,"Gibbons, Dave","Gibbons, Dave",Semic,1998-11-01
DC Versus Marvel,Dc vs Marvel n°14,14,,Comics,"Grant, Alan","Semeiks, Val",Semic,1998-12-01
DCeased,DCeased,,,Comics Super-héros,"Taylor, Tom",Collectif,Urban comics,2020-02-28
DCeased : Unkillables,DCeased : Unkillables,,,Comics Super-héros,"Taylor, Tom",Collectif,Panini Comics,2020-07-10
De cape et de crocs,Le secret du Janissaire,1,2840550598,Aventures Humoristiques,"Ayroles, Alain","Masbou, Jean-Luc",Delcourt,1995-11-01
De cape et de crocs,Pavillon noir !,2,2840551438,Aventures Humoristiques,"Ayroles, Alain","Masbou, Jean-Luc",Delcourt,1997-06-01
De cape et de crocs,L'archipel du danger,3,2840552361,Aventures Humoristiques,"Ayroles, Alain","Masbou, Jean-Luc",Delcourt,1998-09-01
De cape et de crocs,Le mystère de l'île étrange,4,284055335X,Aventures Humoristiques,"Ayroles, Alain","Masbou, Jean-Luc",Delcourt,2000-05-01
De cape et de crocs,Jean Sans Lune,5,2840555786,Aventures Humoristiques,"Ayroles, Alain","Masbou, Jean-Luc",Delcourt,2002-09-01
De cape et de crocs,Luna Incognita,6,2847891129,Aventures Humoristiques,"Ayroles, Alain","Masbou, Jean-Luc",Delcourt,2004-04-01
De cape et de crocs,Chasseurs de chimères,7,2847899251,Aventures Humoristiques,"Ayroles, Alain","Masbou, Jean-Luc",Delcourt,2006-01-11
De cape et de crocs,Le maître d'armes,8,2756003182,Aventures Humoristiques,"Ayroles, Alain","Masbou, Jean-Luc",Delcourt,2007-11-20
De cape et de crocs,Revers de fortune,9,,Aventures Humoristiques,"Ayroles, Alain","Masbou, Jean-Luc",Delcourt,2009-11-18
Donjon crépuscule,Le cimetière des dragons,101,2840553619,Humour,"Sfar, Joann","Sfar, Joann",Delcourt,1999-04-01
Donjon crépuscule,Le volcan des Vaucanson,102,2840554925,Humour,"Sfar, Joann","Sfar, Joann",Delcourt,2001-03-15
Donjon crépuscule,Armaggedon,103,2840557312,Humour,"Sfar, Joann","Sfar, Joann",Delcourt,2002-08-29
Donjon crépuscule,Le dojo du lagon,104,2847897798,Humour,"Trondheim, Lewis",Kerascoët,Delcourt,2005-06-08
Donjon crépuscule,Les nouveaux centurions,105,2756003409,Humour,"Trondheim, Lewis",Kerascoët,Delcourt,2006-10-04
Donjon crépuscule,Révolutions,106,,Humour,"Sfar, Joann",Obion,Delcourt,2009-06-17
Donjon crépuscule,Haut Septentrion,110,,Humour,"Trondheim, Lewis",Alfred,Delcourt,2014-03-12
Donjon crépuscule,La fin du donjon,111,,Humour,"Trondheim, Lewis",Mazan,Delcourt,2014-03-12
Donjon monsters,Jean-Jean la terreur,1,2840555964,Humour,"Sfar, Joann",Mazan,Delcourt,2001-05-17
Donjon monsters,Le géant qui pleure,2,2840556529,Humour,"Sfar, Joann","Menu, Jean-Christophe",Delcourt,2001-11-16
Donjon monsters,La carte majeure,3,2840557010,Humour,"Sfar, Joann",Andréas,Delcourt,2002-11-01
Donjon monsters,Le noir seigneur,4,2840558602,Humour,"Sfar, Joann","Blanquet, Stéphane",Delcourt,2003-06-13
Donjon monsters,La nuit du tombeur,5,2840559013,Humour,"Sfar, Joann","Vermot Desroches, Jean-Emmanuel",Delcourt,2003-02-17
Donjon monsters,Du ramdam chez les brasseurs,6,2840558777,Humour,"Sfar, Joann",Yoann,Delcourt,2003-04-18
Donjon monsters,Mon fils le tueur,7,2847890963,Humour,"Sfar, Joann",Blutch,Delcourt,2003-09-19
Donjon monsters,Crève-coeur,8,2847893555,Humour,"Sfar, Joann","Nine, Carlos",Delcourt,2004-01-21
Donjon monsters,Les profondeurs,9,2847893563,Humour,"Sfar, Joann","Killoffer, Patrice",Delcourt,2004-08-25
Donjon monsters,Des soldats d'honneur,10,2847899073,Humour,"Sfar, Joann","Bézian, Frédéric",Delcourt,2006-01-11
Donjon monsters,Le grand animateur,11,2756007773,Humour,"Sfar, Joann",Stanislas,Delcourt,2007-09-05
Donjon monsters,Le grimoire de l'inventeur,12,2756007765,Humour,"Trondheim, Lewis","Keramidas, Nicolas",Delcourt,2008-01-23
Donjon parade,Un donjon de trop,1,2840555727,Humour,"Trondheim, Lewis","Larcenet, Manu",Delcourt,2000-09-08
Donjon parade,Le sage du ghetto,2,2840556936,Humour,"Trondheim, Lewis","Larcenet, Manu",Delcourt,2001-09-24
Donjon parade,Le jour des crapauds,3,2840558211,Humour,"Trondheim, Lewis","Larcenet, Manu",Delcourt,2002-06-17
Donjon parade,Des fleurs et des marmots,4,2847894950,Humour,"Trondheim, Lewis","Larcenet, Manu",Delcourt,2004-11-17
Donjon parade,Technique Grogro,5,,Humour,"Sfar, Joann","Larcenet, Manu",Delcourt,2007-06-20
Donjon potron-minet,La chemise de la nuit,-99,2840554232,Humour,"Sfar, Joann","Blain, Christophe",Delcourt,1999-11-30
Donjon potron-minet,Un justicier dans l'ennui,-98,2840555697,Humour,"Sfar, Joann","Blain, Christophe",Delcourt,2001-04-17
Donjon potron-minet,Une jeunesse qui s'enfuit,-97,2840557320,Humour,"Sfar, Joann","Blain, Christophe",Delcourt,2003-05-23
Donjon potron-minet,Après la pluie,-84,2756002283,Humour,"Sfar, Joann","Blain, Christophe",Delcourt,2006-05-17
Donjon potron-minet,Sans un bruit,-83,,Humour,"Trondheim, Lewis","Gaultier, Christophe",Delcourt,2008-09-24
Donjon zénith,Coeur de canard,1,2840551977,Aventures Fantastiques,"Trondheim, Lewis","Trondheim, Lewis",Delcourt,1998-03-01
Donjon zénith,Le roi de la bagarre,2,2840552493,Aventures Fantastiques,"Trondheim, Lewis","Sfar, Joann",Delcourt,1998-11-01
Donjon zénith,La princesse des barbares,3,2840553139,Aventures Fantastiques,"Trondheim, Lewis","Trondheim, Lewis",Delcourt,2000-02-29
Donjon zénith,Sortilège et avatar,4,2840557339,Aventures Fantastiques,"Trondheim, Lewis","Trondheim, Lewis",Delcourt,2002-02-15
Donjon zénith,Un mariage à part,5,2840557347,Aventures Fantastiques,"Sfar, Joann",Boulet,Delcourt,2006-06-14
Donjon zénith,Retour en fanfare,6,2756005967,Aventures Fantastiques,"Trondheim, Lewis",Boulet,Delcourt,2007-11-21
Dossier tueurs en série,Le vampire de Sacramento,2,2849468983,Polar-Thriller,"Mosdi, Thomas",Collectif,Soleil Productions,2007-09-26
Draak,Même pas peur,1,,Jeunesse,Glaz,"Renaut, Franck",Jungle,2015-03-25
Dragon Ball,Sangoku,1,287695205X,Mangas - Shônen,"Toriyama, Akira","Toriyama, Akira",Glénat Manga,1993-05-01
Dragon Ball,Kamehameha,2,2876952068,Mangas - Shônen,"Toriyama, Akira","Toriyama, Akira",Glénat Manga,1993-06-01
Dragon Ball,L'initiation,3,2876952076,Mangas - Shônen,"Toriyama, Akira","Toriyama, Akira",Glénat Manga,1993-09-01
Dragons (Georgiou),Tombé du ciel,1,,Adaptation,"Furman, Simon","Georgiou, Nazif",Soleil Productions,2015-04-08
East of west,La promesse,1,,Comics Super-héros,"Hickman, Jonathan","Dragotta, Nick",Urban comics,2014-02-21
Ekhö monde miroir,New York,1,,Héroic - Fantasy,"Arleston, Christophe","Barbucci, Alessandro",Soleil Productions,2013-03-13
Ekhö monde miroir,Paris empire,2,,Héroic - Fantasy,"Arleston, Christophe","Barbucci, Alessandro",Soleil Productions,2013-11-13
Ekhö monde miroir,Hollywood Boulevard,3,,Héroic - Fantasy,"Arleston, Christophe","Barbucci, Alessandro",Soleil Productions,2014-11-05
Ekhö monde miroir,Barcelona,4,,Héroic - Fantasy,"Arleston, Christophe","Barbucci, Alessandro",Soleil Productions,2015-09-02
Ekhö monde miroir,Le secret des Preshauns,5,,Héroic - Fantasy,"Arleston, Christophe","Barbucci, Alessandro",Soleil Productions,2016-06-22
Elixirs,Le sortilège de Loxullio,1,2845659512,Héroic - Fantasy,"Arleston, Christophe","Varanda, Alberto",Soleil Productions,2005-03-23
Elixirs,Le secret du Glupion,2,,Héroic - Fantasy,"Arleston, Christophe","Varanda, Alberto",Soleil Productions,2008-10-15
Empire USA,"Empire USA (saison 1), Tome 1",1,2505003963,Polar-Thriller,"Desberg, Stephen",Griffo,Dargaud,2008-09-19
Et si l'amour c'était aimer ?,Et si l'amour c'était aimer ?,,,Aventure,Fabcaro,Fabcaro,Six Pieds Sous Terre,2017-11-09
Evil empire,"Nous, le peuple !",1,,Comics,"Bemis, Max","Getty, Ransom",Glénat,2016-02-03
Facteur X - X Factor,X Factor n°50,50,,Comics,"Mackie, Howard","Matsuda, Jeff",Panini Comics,1997-12-01
Facteur X - X Factor,X Factor n°51,51,,Comics,"Mackie, Howard","Raffaele, Stefano",Panini Comics,1998-02-01
Fantastic Four (100% Marvel),La fin,3,2809400326,Comics,"Davis, Alan","Davis, Alan",Panini Comics,2007-12-07
Fantastic Four (Renaissance des Héros),Fantastic Four n°1,1,,Comics,Collectif,Collectif,Panini Comics,1998-03-01
Fantastic Four (Renaissance des Héros),Fantastic Four n°2,2,,Comics,Collectif,Collectif,Panini Comics,1998-04-01
Fantastic Four (Renaissance des Héros),Fantastic Four n°3,3,,Comics,Collectif,Collectif,Panini Comics,1998-05-01
Fantastic Four (Renaissance des Héros),Fantastic Four n°4,4,,Comics,Collectif,Collectif,Panini Comics,1998-06-01
Fantastic Four (Renaissance des Héros),Fantastic Four n°5,5,,Comics,Collectif,"Lee, Jim",Panini Comics,1998-07-01
Fantastic Four (Renaissance des Héros),Fantastic Four n°6,6,,Comics,Collectif,"Lee, Jim",Panini Comics,1998-08-01
Fantastic Four (Renaissance des Héros),Fantastic Four n°7,7,,Comics,Collectif,"Booth, Brett",Panini Comics,1998-09-01
Fantastic Four (Renaissance des Héros),Fantastic Four n°8,8,,Comics,Collectif,"Booth, Brett",Panini Comics,1998-10-01
Fantastic Four (Renaissance des Héros),Fantastic Four n°9,9,,Comics,Collectif,Collectif,Panini Comics,1998-11-01
Fantastic Four (Renaissance des Héros),Fantastic Four n°10,10,,Comics,Collectif,"Lim, Ron",Panini Comics,1998-12-01
Fantastic Four (Renaissance des Héros),Fantastic Four n°11,11,,Comics,Collectif,"Booth, Brett",Panini Comics,1999-01-01
Fantastic Four (Renaissance des Héros),Fantastic Four n°12,12,,Comics,Collectif,Collectif,Panini Comics,1999-02-01
Fastefoode,Fastefoode,,,Humour,"Bernstein, Jorge",Pluttark,Audie,2015-08-19
Fathom (Semic),Fathom n°1-2-3,1,,Comics,"Turner, Michael Lane","Turner, Michael Lane",Semic,1999-02-01
Fathom (Semic),Fathom n°4-5,2,,Comics,"Turner, Michael Lane","Turner, Michael Lane",Semic,1999-07-01
Fathom (Semic),Fathom n°6-7,3,,Comics,"Turner, Michael Lane","Turner, Michael Lane",Semic,1999-10-01
Fathom (Semic),Fathom n°8-9,4,,Comics,"O'Neill, Bill","Turner, Michael Lane",Semic,2000-01-01
Fathom (Semic),Fathom n°10-11,5,,Comics,"O'Neill, Bill","Turner, Michael Lane",Semic,2000-06-01
Fathom (Semic),Fathom n°0 - Swimsuit Special 2000,6,,Comics,"Turner, Michael Lane","Turner, Michael Lane",Semic,2001-03-01
Fathom (Semic),Fathom n°12-Killian's Tide n°1,7,,Comics,"Turner, Michael Lane","Turner, Michael Lane",Semic,2001-11-01
Fathom (Semic),Fathom n°13 - Killian's Tide n°2,8,,Comics,"Turner, Michael Lane","Turner, Michael Lane",Semic,2002-04-01
Fathom (Semic),Fathom n°14 - Killian's Tide n°3,9,,Comics,"Turner, Michael Lane","Turner, Michael Lane",Semic,2002-07-01
Fathom (Semic),Fathom n°1/2 - Killian's Tide n°4,10,,Comics,"Turner, Michael Lane","Turner, Michael Lane",Semic,2003-04-01
Fear Itself (Marvel Monster),"Fear Itself (Marvel Monster), Tome 1",1,,Comics Super-héros,Collectif,Collectif,Panini Comics,2012-02-15
Fear Itself (Marvel Monster),"Fear Itself (Marvel Monster), Tome 2",2,,Comics Super-héros,"Gage, Christos N.","Mayhew, Mike",Panini Comics,2012-05-09
Fides,Opus matrice,1,2731613971,Science-Fiction,"Ploy, Anne","Pagot, Didier",Les Humanoïdes Associés,2000-11-01
Fides,Fines Matrice,2,2731614714,Science-Fiction,"Ploy, Anne","Pagot, Didier",Les Humanoïdes Associés,2002-02-01
Fides,Inferna,3,2731661542,Science-Fiction,"Ploy, Anne","Pagot, Didier",Les Humanoïdes Associés,2002-08-01
Fides,Redemptio,4,2731661518,Science-Fiction,"Ploy, Anne","Pagot, Didier",Les Humanoïdes Associés,2005-11-01
Fides,Matricide,5,2731618051,Science-Fiction,"Ploy, Anne","Pagot, Didier",Les Humanoïdes Associés,2008-03-05
Foolkiller,Au paradis des fous,1,,Comics,"Hurwitz, Gregg","Medina, Lan",Marvel,2009-04-16
Frank Margerin présente,Frank Margerin présente,1,,Humour,"Margerin, Frank","Margerin, Frank",Les Humanoïdes Associés,1978-03-01
Freaks' squeele,Etrange université !,1,291673936X,Humour,"Maudoux, Florent","Maudoux, Florent",Ankama,2008-07-03
Freaks' squeele,"Les chevaliers qui ne font plus ""Ni"" !",2,2916739629,Humour,"Maudoux, Florent","Maudoux, Florent",Ankama,2009-03-19
Freaks' squeele,Le tango de la mort,3,,Humour,"Maudoux, Florent","Maudoux, Florent",Ankama,2010-01-28
Free Comic Book Day 2017 (En français),Skybourne (Free Comic Book Day 2017),,,Comics,"Cho, Frank","Perkins, Mike",Delcourt,2017-05-06
FRNCK,Le début du commencement,1,,Aventures Fantastiques,"Bocquet, Olivier","Cossu, Brice",Dupuis,2017-03-17
FRNCK,Le baptême du feu,2,,Aventures Fantastiques,"Bocquet, Olivier","Cossu, Brice",Dupuis,2017-08-25
FRNCK,Le sacrifice,3,,Aventures Fantastiques,"Bocquet, Olivier","Cossu, Brice",Dupuis,2018-01-26
FRNCK,L'éruption,4,,Aventures Fantastiques,"Bocquet, Olivier","Cossu, Brice",Dupuis,2018-08-17
FRNCK,Cannibales,5,,Aventures Fantastiques,"Bocquet, Olivier","Cossu, Brice",Dupuis,2019-06-14
FRNCK,Dinosaures,6,,Aventures Fantastiques,"Bocquet, Olivier","Cossu, Brice",Dupuis,2020-01-10
FRNCK,Prisonniers,7,,Aventures Fantastiques,"Bocquet, Olivier","Cossu, Brice",Dupuis,2020-09-04
Game Over,Blork Raider,1,2800135921,Humour,Collectif,Midam,Dupuis,2004-11-01
Game Over,Fatal attraction,14,,Humour,Midam,Adam,Glénat,2016-09-14
Game Over,Very bad trip,15,,Humour,Midam,Adam,Glénat,2016-11-09
"Gaston Lagaffe (Editions Dupuis - 19 Tomes, 1997)","Gaston Lagaffe, Tome 19",19,2912536316,Humour,"Franquin, André","Franquin, André",Marsu Productions,1999-12-01
"Gaston Lagaffe (Editions Dupuis - 6 Tomes, R0 à R5)",Le lourd passé de Lagaffe,5,2800114738,Humour,"Franquin, André","Franquin, André",Dupuis,1986-11-01
Génération DC,Génération DC n°1,1,,Comics,Collectif,Collectif,Semic,2004-04-01
Génération DC,Génération DC n°2,2,,Comics,Collectif,Collectif,Semic,2004-06-01
Génération DC,Génération DC n°3,3,,Comics,Collectif,Collectif,Semic,2004-08-01
Generation X,Onslaught impact 2,1,,Comics,"Lobdell, Scott","Bachalo, Chris",Panini Comics,1998-01-01
Geoff Johns présente Superman,Le dernier fils,1,,Comics Super-héros,"Johns, Geoff","Kubert, Adam",Urban comics,2013-02-15
Gipsy,L'étoile du Gitan,1,2731610778,Science-Fiction,"Smolderen, Thierry","Marini, Enrico",Alpen Publishers,1993-01-01
Gipsy,Les feux de Sibérie,2,2882570341,Science-Fiction,"Smolderen, Thierry","Marini, Enrico",Dargaud,1995-06-01
Gipsy,Le jour du Tsar,3,2882570465,Science-Fiction,"Smolderen, Thierry","Marini, Enrico",Dargaud,1999-09-01
Gipsy,Les yeux noirs,4,2882570384,Science-Fiction,"Smolderen, Thierry","Marini, Enrico",Dargaud,1997-09-01
Gipsy,L'aile blanche,5,2882570430,Science-Fiction,"Smolderen, Thierry","Marini, Enrico",Dargaud,1999-09-01
Gipsy,Le rire Aztèque,6,2882570678,Science-Fiction,"Smolderen, Thierry","Marini, Enrico",Dargaud,2002-05-01
Green class,Pandémie,1,,Science-Fiction,"Hamon, Jérôme","Tako, David",Le Lombard,2019-02-15
Grippy,Y'a d'la joie !,1,,Humour,"Dutto, Olivier","Dutto, Olivier",Soleil Productions,2014-06-04
Grippy,Est à fond !,2,,Humour,"Dutto, Olivier","Dutto, Olivier",Soleil Productions,2015-06-24
Guide de la survie en entreprise,Guide de la survie en entreprise,,2858154341,Humour,"Larcenet, Manu","Larcenet, Manu",Audie,2005-05-12
H.A.N.D.,La peau des ombres,1,2800131489,Fantastique-Etrange,"Pelot, Pierre","Vegliona, Emmanuel",Dupuis,2002-09-01
Haunt,Frères ennemis,1,,Comics,"Kirkman, Robert","Ottley, Ryan",Delcourt,2011-02-02
Hauteville House,Zelda,1,2840558866,Aventures Fantastiques,"Duval, Fred","Gioux, Thierry",Delcourt,2004-02-01
Hauteville House,Destination Tulum,2,2847897704,Aventures Fantastiques,"Duval, Fred","Gioux, Thierry",Delcourt,2005-05-25
Hauteville House,Le steamer fantôme,3,2756002089,Aventures Fantastiques,"Duval, Fred","Gioux, Thierry",Delcourt,2006-08-23
Hero corp,Les origines,1,,Adaptation,"Astier, Alexandre",Failla,Soleil Productions,2013-01-23
Hero corp,Chroniques,2,,Adaptation,"Astier, Alexandre",Collectif,Soleil Productions,2013-11-20
Hero corp,Chroniques - Partie II,3,,Adaptation,"Astier, Simon","Follini, Francesca",Soleil Productions,2017-06-14
Hit Girl en Colombie,Hit Girl en Colombie,,,Comics Super-héros,"Millar, Mark","Ortiz, Ricardo Lopez",Panini Comics,2018-10-10
Hit-Girl,"Hit-Girl, Tome 1",1,,Comics Super-héros,"Millar, Mark","Romita Jr, John",Panini Comics,2013-06-00
Hit-Girl,Hit-Girl au Canada,2,,Comics Super-héros,"Lemire, Jeff","Risso, Eduardo",Panini Comics,2019-02-06
HK (NE),Avalon (1.1),1,2723439453,Science-Fiction,"Morvan, Jean-David","Hérault, Kevin",Glénat,2004-05-05
HK (NE),Élysée (1.2),2,2723439461,Science-Fiction,"Morvan, Jean-David","Hérault, Kevin",Glénat,2005-01-12
HK (NE),Caldera (1.3),3,272343947X,Science-Fiction,"Morvan, Jean-David","Hérault, Kevin",Glénat,2005-11-05
HK (NE),Paradiso (1.4),4,2723439488,Science-Fiction,"Morvan, Jean-David","Hérault, Kevin",Glénat,2007-01-10
HK (NE),Massilia (2.1 : 2nd cycle),7,2723431452,Science-Fiction,"Morvan, Jean-David","Hérault, Kevin",Glénat,2001-01-01
Hold up – Journal d'un braqueur,"Hold up – Journal d'un braqueur, Tome 1",1,,Aventure,"Paoli, Raoul",Shuky,Makaka,2014-05-22
Hôtel étrange,L'hiver au printemps,1,,Jeunesse,"Ferrier , Katherine","Ferrier , Katherine",Sarbacane,2010-04-07
Hôtel étrange,La mélodie du Grogrouille,2,,Jeunesse,"Ferrier, Florian","Ferrier , Katherine",Sarbacane,2011-09-07
Hôtel étrange,Des nuages dans les bagages,4,,Jeunesse,"Ferrier, Florian","Ferrier , Katherine",Sarbacane,2013-10-02
Hôtel étrange,L'île du Kikrachtou,5,,Jeunesse,"Ferrier, Florian","Ferrier , Katherine",Sarbacane,2014-11-05
House of M,Intégrale House of M,,,Comics,"Bendis, Brian Michael","Coipel, Olivier",Panini Comics,2008-08-21
I am a hero,"I am a hero, Tome 1",1,,Mangas - Seinen,"Hanazawa, Kengo","Hanazawa, Kengo",Kana,2012-04-20
Il était une fois en France,L'empire de monsieur Joseph,1,2723455807,Historique,"Nury, Fabien","Vallée, Sylvain",Glénat,2007-09-01
Il faut flinguer Ramirez,"Il faut flinguer Ramirez, Acte 1",1,,Aventures Humoristiques,"Petrimaux, Nicolas","Petrimaux, Nicolas",Glénat,2018-05-30
Imbattable,Justice et légumes frais,1,,Aventures Humoristiques,"Jousselin, Pascal","Jousselin, Pascal",Dupuis,2017-04-07
In vino veritas,Toscane,1,,Aventure,"Corbeyran, Éric","Malisan, Luca",Glénat,2013-09-04
In vino veritas,"Toscane, seconde partie",2,,Aventure,"Corbeyran, Éric","Malisan, Luca",Glénat,2014-09-10
Infinity 8 (Cartonnés),Romance et macchabées,1,,Science-Fiction,"Trondheim, Lewis","Bertail, Dominique",Rue de Sèvres,2017-01-25
Injustice - Les dieux sont parmi nous,"Injustice - Les dieux sont parmi nous, Année 1 - 1ère partie",1,,Comics Super-héros,"Taylor, Tom","Raapack, Jheremy",Urban comics,2014-12-12
Injustice - Les dieux sont parmi nous,"Injustice - Les dieux sont parmi nous, Année 1 - 2ème partie",2,,Comics Super-héros,"Taylor, Tom","Miller, Mike S.",Urban comics,2015-01-23
Injustice - Les dieux sont parmi nous,"Injustice - Les dieux sont parmi nous, Année 2 - 1ère partie",3,,Comics Super-héros,"Taylor, Tom","Miller, Mike S.",Urban comics,2015-08-28
Injustice - Les dieux sont parmi nous,"Injustice - Les dieux sont parmi nous, Année 2 - 2ème partie",4,,Comics Super-héros,"Taylor, Tom",Collectif,Urban comics,2015-10-09
Injustice - Les dieux sont parmi nous,"Injustice - Les dieux sont parmi nous, Année 3 - 1ère partie",5,,Comics Super-héros,"Taylor, Tom",Collectif,Urban comics,2016-01-09
Injustice - Les dieux sont parmi nous,"Injustice - Les dieux sont parmi nous, Année 3 - 2ème partie",6,,Comics Super-héros,"Taylor, Tom","Redondo, Bruno",Urban comics,2016-07-08
Injustice - Les dieux sont parmi nous,"Injustice - Les dieux sont parmi nous, Année 4 - 1ère partie",7,,Comics Super-héros,"Buccellato, Brian","Redondo, Bruno",Urban comics,2017-02-17
Injustice - Les dieux sont parmi nous,"Injustice - Les dieux sont parmi nous, Année 4 - 2ème partie",8,,Comics Super-héros,"Taylor, Tom","Redondo, Bruno",Urban comics,2017-04-07
Injustice - Les dieux sont parmi nous,"Injustice - Les dieux sont parmi nous, Année 5 - 1ère partie",9,,Comics Super-héros,"Buccellato, Brian",Collectif,Urban comics,2017-07-07
